 moveaway(Light) moveaway(All) #; build(All,2,Left) #;-1
 attack(Worker,mostHealthy) #; attack(All,strongest) #;-1
 harvest(3) build(All,2,Right) harvest(2) #; train(Worker,20,EnemyDir) build(Barrack,1,Down) #;-1
 moveToUnit(Heavy,Enemy,strongest) #; moveToUnit(Heavy,Ally,strongest) harvest(2) attack(Heavy,weakest) moveaway(Worker) attack(Heavy,farthest) build(Barrack,2,Left) #;-1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;0
 train(Worker,20,EnemyDir) attack(All,closest) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;0
 moveToUnit(All,Ally,closest) build(Base,2,Left) #; moveToUnit(Heavy,Enemy,random) harvest(2) #;-1
 moveToUnit(All,Enemy,farthest) #; build(Barrack,1,Left) build(Base,2,Up) harvest(3) attack(Ranged,strongest) build(Base,2,Down) attack(Ranged,strongest) build(Base,2,Down) build(Barrack,1,Left) build(Barrack,1,Left) build(Base,2,Down) attack(Worker,mostHealthy) build(Base,2,Down) build(Barrack,1,Left) build(Barrack,1,Left) #;-1
 build(All,2,Down) attack(Heavy,weakest) build(All,2,Right) moveaway(All) harvest(3) build(All,2,Right) moveaway(All) harvest(3) moveaway(All) harvest(3) build(All,2,Down) build(All,2,Down) #; attack(All,mostHealthy) train(All,20,EnemyDir) #;1
 train(Worker,20,EnemyDir) attack(All,closest) #; attack(Ranged,lessHealthy) harvest(2) #;0
 train(Worker,20,EnemyDir) attack(All,closest) train(Worker,20,EnemyDir) attack(All,closest) #; attack(Worker,random) train(Worker,20,Up) #;0
 attack(All,closest) train(Worker,20,EnemyDir) attack(All,closest) #; moveToUnit(All,Enemy,farthest) #;0
 attack(Light,closest) moveaway(All) #; train(Worker,20,EnemyDir) attack(All,closest) #;1
 build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #; harvest(2) attack(All,farthest) #;-1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; moveaway(All) build(Base,2,Right) attack(Ranged,farthest) #;0
 build(All,2,Down) attack(Heavy,weakest) build(All,2,Right) moveaway(All) harvest(3) build(All,2,Right) moveaway(All) harvest(3) moveaway(All) harvest(3) build(All,2,Down) build(All,2,Down) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;-1
 moveToUnit(All,Enemy,farthest) #; harvest(3) harvest(3) #;-1
 train(Worker,20,EnemyDir) build(Barrack,1,Down) #; moveToUnit(All,Enemy,farthest) #;-1
 harvest(2) attack(All,farthest) #; harvest(3) build(All,2,Right) harvest(2) #;-1
 attack(All,strongest) #; build(All,2,Right) moveaway(Light) #;0
 moveToUnit(Heavy,Enemy,strongest) #; moveToUnit(All,Enemy,farthest) #;-1
 build(All,2,Up) build(Barrack,2,Left) moveToUnit(All,Ally,closest) attack(Heavy,strongest) build(Barrack,2,Left) attack(Heavy,strongest) build(Barrack,2,Left) build(All,2,Up) build(All,2,Up) build(Barrack,2,Left) attack(Ranged,mostHealthy) build(Barrack,2,Left) build(All,2,Up) build(All,2,Up) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;-1
 train(Worker,20,EnemyDir) attack(Worker,lessHealthy) #; train(Worker,20,EnemyDir) attack(All,closest) #;1
 train(Worker,20,EnemyDir) attack(All,closest) #; build(All,2,Down) attack(Heavy,weakest) build(All,2,Right) moveToUnit(All,Enemy,weakest) train(Light,20,Down) build(All,2,Right) moveToUnit(All,Enemy,weakest) train(Light,20,Down) moveToUnit(All,Enemy,weakest) train(Light,20,Down) build(All,2,Down) build(All,2,Down) #;0
 moveaway(Worker) attack(Worker,weakest) #; build(All,2,Left) #;-1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; attack(All,mostHealthy) #;1
 moveaway(Light) moveaway(All) #; moveaway(Heavy) moveaway(Heavy) moveaway(All) build(All,1,Right) moveaway(Heavy) moveaway(Heavy) moveaway(Heavy) #;-1
 moveaway(Worker) attack(Worker,weakest) #; build(Barrack,2,Left) harvest(3) attack(Ranged,random) build(All,1,Right) harvest(3) attack(All,weakest) #;-1
 moveToUnit(All,Enemy,farthest) #; train(Heavy,20,Left) attack(Heavy,farthest) moveToUnit(Worker,Ally,farthest) harvest(1) #;-1
 attack(All,mostHealthy) train(All,20,EnemyDir) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;0
 attack(All,closest) train(Worker,20,EnemyDir) #; moveToUnit(Heavy,Enemy,strongest) #;0
 attack(Ranged,lessHealthy) moveToUnit(All,Enemy,lessHealthy) harvest(4) moveaway(Ranged) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;-1
 train(Worker,20,EnemyDir) attack(Ranged,weakest) #; harvest(3) build(All,2,Right) harvest(2) #;-1
 attack(All,mostHealthy) #; moveaway(Worker) attack(Worker,weakest) #;-1
 train(All,20,EnemyDir) harvest(3) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;-1
 attack(All,strongest) #; attack(Light,closest) #;0
 attack(Worker,closest) #; harvest(2) attack(All,farthest) #;0
 attack(All,closest) train(Worker,20,EnemyDir) #; attack(All,strongest) #;0
 build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #; attack(All,mostHealthy) #;1
 harvest(2) #; attack(Worker,closest) #;1
 moveToUnit(Ranged,Ally,lessHealthy) #; attack(Worker,closest) #;1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; build(All,2,Down) attack(Heavy,weakest) build(All,2,Right) moveToUnit(All,Enemy,weakest) train(Light,20,Down) build(All,2,Right) moveToUnit(All,Enemy,weakest) train(Light,20,Down) moveToUnit(All,Enemy,weakest) train(Light,20,Down) build(All,2,Down) build(All,2,Down) #;-1
 moveToUnit(All,Enemy,farthest) #; harvest(3) build(All,2,Right) harvest(2) #;-1
 moveaway(Worker) attack(Light,mostHealthy) #; moveaway(Light) moveaway(All) #;-1
 train(Worker,20,Right) moveaway(Worker) #; attack(Worker,random) train(Worker,20,Up) #;-1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; moveaway(All) train(Ranged,20,Right) build(All,1,Down) harvest(4) attack(Heavy,lessHealthy) #;-1
 harvest(3) build(All,2,Right) harvest(2) #; attack(All,strongest) #;1
 moveToUnit(All,Ally,closest) build(Base,2,Left) #; moveaway(Worker) harvest(4) attack(Ranged,closest) #;-1
 attack(All,mostHealthy) train(All,20,EnemyDir) #; moveaway(Worker) harvest(4) #;0
 moveaway(Light) harvest(4) attack(Worker,strongest) #; attack(Light,farthest) #;-1
 attack(All,closest) attack(All,closest) build(All,2,Left) #; moveToUnit(Heavy,Enemy,strongest) #;0
 train(All,20,Right) moveToUnit(Worker,Enemy,weakest) #; harvest(3) build(All,2,Right) harvest(2) #;-1
 build(Barrack,1,Left) build(Base,2,Up) harvest(3) attack(Ranged,strongest) build(Base,2,Down) attack(Ranged,strongest) build(Base,2,Down) build(Barrack,1,Left) build(Barrack,1,Left) build(Base,2,Down) attack(Worker,mostHealthy) build(Base,2,Down) build(Barrack,1,Left) build(Barrack,1,Left) #; attack(All,strongest) #;1
 build(All,2,Up) build(Base,2,Up) harvest(4) attack(Ranged,strongest) build(Barrack,2,Up) attack(Ranged,strongest) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) build(Barrack,2,Up) attack(Worker,mostHealthy) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) #; attack(All,strongest) #;1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; harvest(3) train(Light,20,Down) train(Light,20,Left) train(Heavy,20,Left) #;0
 moveToUnit(Heavy,Enemy,strongest) #; train(Worker,20,EnemyDir) #;-1
 attack(All,strongest) #; attack(All,mostHealthy) train(All,20,EnemyDir) #;-1
 attack(Worker,closest) #; train(All,20,EnemyDir) harvest(3) #;0
 train(Worker,20,EnemyDir) attack(All,closest) #; attack(All,farthest) build(All,1,Left) #;0
 train(Light,20,Right) harvest(3) moveToUnit(Heavy,Ally,lessHealthy) attack(Light,strongest) #; attack(All,strongest) #;1
 harvest(3) train(Light,20,Down) train(Light,20,Left) train(Heavy,20,Left) #; moveToUnit(Heavy,Enemy,strongest) #;-1
 build(Base,1,Up) train(All,20,Right) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 attack(All,strongest) #; train(Worker,20,EnemyDir) attack(All,closest) #;1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; attack(Worker,farthest) moveToUnit(Heavy,Enemy,farthest) attack(Worker,strongest) #;-1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; attack(Light,closest) #;0
 attack(Worker,farthest) #; attack(All,mostHealthy) train(All,20,EnemyDir) #;1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;-1
 train(Light,20,EnemyDir) moveToUnit(Ranged,Ally,random) moveaway(Ranged) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;1
 moveToUnit(Heavy,Enemy,strongest) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; build(All,2,Right) moveaway(Light) #;-1
 build(All,1,Right) train(Heavy,20,Up) #; moveaway(Light) moveaway(All) #;-1
 train(Worker,20,EnemyDir) attack(All,closest) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;0
 build(All,2,Up) build(Base,2,Up) harvest(4) attack(Heavy,strongest) build(Base,2,Up) attack(Heavy,strongest) build(Base,2,Up) build(All,2,Up) build(All,2,Up) build(Base,2,Up) attack(Ranged,farthest) build(Base,2,Up) build(All,2,Up) build(All,2,Up) #; moveaway(Light) moveaway(All) #;-1
 attack(Heavy,closest) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;1
 harvest(3) harvest(3) #; moveToUnit(Heavy,Enemy,strongest) #;-1
 moveToUnit(Heavy,Enemy,strongest) #; attack(Heavy,mostHealthy) #;-1
 moveToUnit(All,Ally,closest) build(Base,2,Left) #; build(Barrack,1,Left) build(Base,2,Up) harvest(3) attack(Ranged,strongest) build(Base,2,Down) attack(Ranged,strongest) build(Base,2,Down) build(Barrack,1,Left) build(Barrack,1,Left) build(Base,2,Down) attack(Worker,mostHealthy) build(Base,2,Down) build(Barrack,1,Left) build(Barrack,1,Left) #;-1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; attack(All,lessHealthy) #;1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;1
 train(Worker,20,EnemyDir) attack(All,closest) #; attack(All,strongest) moveToUnit(Worker,Enemy,weakest) #;0
 train(Worker,20,EnemyDir) attack(All,closest) #; attack(Worker,random) train(Worker,20,Up) #;0
 attack(Ranged,lessHealthy) moveToUnit(All,Enemy,lessHealthy) harvest(4) moveaway(Ranged) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;-1
 train(Worker,20,EnemyDir) attack(All,closest) #; attack(All,strongest) #;0
 attack(All,weakest) moveToUnit(Light,Ally,farthest) attack(Worker,random) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;0
 attack(All,strongest) #; moveToUnit(Heavy,Enemy,strongest) #;0
 moveaway(Light) moveaway(All) #; harvest(3) train(Light,20,Down) train(Light,20,Left) train(Heavy,20,Left) #;-1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; moveaway(All) #;0
 train(Light,20,EnemyDir) moveToUnit(Ranged,Ally,random) moveaway(Ranged) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;-1
 moveaway(Worker) attack(Worker,weakest) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;-1
 train(Light,20,Right) harvest(3) moveToUnit(Heavy,Ally,lessHealthy) attack(Light,strongest) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;-1
 train(Ranged,20,Up) #; moveToUnit(Heavy,Enemy,strongest) #;-1
 moveToUnit(All,Enemy,farthest) #; attack(Worker,random) train(Worker,20,Up) #;1
 moveaway(Light) moveaway(All) #; moveToUnit(Heavy,Enemy,strongest) #;-1
 train(Worker,20,EnemyDir) attack(All,closest) #; attack(Worker,random) train(All,20,EnemyDir) #;0
 moveaway(Light) moveaway(All) #; build(All,2,Up) build(Base,2,Up) harvest(4) attack(Heavy,strongest) build(Base,2,Up) attack(Heavy,strongest) build(Base,2,Up) build(All,2,Up) build(All,2,Up) build(Base,2,Up) attack(Ranged,farthest) build(Base,2,Up) build(All,2,Up) build(All,2,Up) #;-1
 moveToUnit(Worker,Enemy,weakest) moveToUnit(All,Enemy,closest) harvest(2) #; moveaway(Light) moveaway(All) #;-1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;-1
 build(All,2,Up) train(Heavy,20,Up) harvest(4) attack(All,strongest) build(Barrack,2,Up) attack(All,strongest) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) #; moveaway(Worker) attack(Worker,weakest) #;0
 build(Base,1,Up) train(All,20,Right) #; attack(All,strongest) #;1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; attack(Worker,random) train(Worker,20,Up) #;1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; attack(Worker,farthest) #;-1
 train(Worker,20,EnemyDir) attack(All,closest) #; build(All,2,Up) build(Barrack,2,Left) moveToUnit(All,Ally,closest) attack(Heavy,strongest) build(Barrack,2,Left) attack(Heavy,strongest) build(Barrack,2,Left) build(All,2,Up) build(All,2,Up) build(Barrack,2,Left) attack(Ranged,mostHealthy) build(Barrack,2,Left) build(All,2,Up) build(All,2,Up) #;0
 moveaway(Worker) attack(Worker,weakest) #; attack(Worker,strongest) #;-1
 harvest(3) build(All,2,Right) harvest(2) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;1
 attack(Ranged,random) train(Ranged,20,Up) harvest(4) #; attack(Worker,closest) #;1
 moveToUnit(All,Ally,closest) build(Base,2,Left) #; train(All,20,Right) moveToUnit(Worker,Enemy,weakest) #;-1
 moveToUnit(All,Enemy,farthest) #; moveaway(Heavy) moveaway(Heavy) moveaway(All) build(All,1,Right) moveaway(Heavy) moveaway(Heavy) moveaway(Heavy) #;-1
 attack(Worker,closest) #; attack(Light,closest) moveaway(All) #;0
 build(All,2,Right) moveaway(Light) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;-1
 moveaway(Light) moveaway(All) #; build(All,2,Up) build(Base,2,Up) harvest(4) attack(Ranged,strongest) build(Barrack,2,Up) attack(Ranged,strongest) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) build(Barrack,2,Up) attack(Worker,mostHealthy) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) #;-1
 attack(All,mostHealthy) train(All,20,EnemyDir) #; moveaway(All) build(Base,2,Right) attack(Ranged,farthest) #;0
 build(Base,1,Up) train(All,20,Right) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;1
 moveaway(All) build(Base,2,Right) attack(Ranged,farthest) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 build(All,2,Up) build(Base,2,Up) harvest(4) attack(Heavy,strongest) build(Base,2,Up) attack(Heavy,strongest) build(Base,2,Up) build(All,2,Up) build(All,2,Up) build(Base,2,Up) attack(Ranged,farthest) build(Base,2,Up) build(All,2,Up) build(All,2,Up) #; attack(Worker,random) train(Worker,20,Up) #;1
 harvest(3) build(All,2,Right) harvest(2) #; attack(Worker,strongest) #;1
 harvest(2) #; moveaway(Worker) attack(Worker,weakest) #;-1
 attack(Worker,closest) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;0
 train(All,20,Right) moveToUnit(Worker,Enemy,weakest) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;-1
 train(Worker,20,EnemyDir) attack(All,closest) #; attack(Heavy,closest) #;0
 harvest(3) harvest(3) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;-1
 attack(Worker,lessHealthy) #; attack(All,strongest) #;-1
 moveaway(Worker) attack(Light,mostHealthy) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;-1
 moveaway(All) train(Ranged,20,Right) build(All,1,Down) harvest(4) attack(Heavy,lessHealthy) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 attack(Heavy,mostHealthy) #; moveToUnit(Heavy,Enemy,strongest) #;-1
 moveToUnit(All,Enemy,farthest) #; attack(All,weakest) #;1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; attack(All,strongest) moveToUnit(Worker,Enemy,weakest) #;1
 attack(Worker,random) train(Worker,20,Up) #; train(Ranged,20,Right) train(Ranged,20,Right) attack(All,closest) #;1
 train(Heavy,20,Left) attack(Heavy,farthest) moveToUnit(Worker,Ally,farthest) harvest(1) #; train(Worker,20,EnemyDir) attack(All,closest) #;1
 train(All,20,Right) moveToUnit(Worker,Enemy,weakest) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;1
 moveToUnit(Worker,Enemy,weakest) moveToUnit(All,Enemy,closest) harvest(2) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 harvest(3) harvest(1) moveaway(Light) moveaway(All) moveaway(Ranged) train(Ranged,20,Up) harvest(3) harvest(2) moveaway(Ranged) #; attack(Worker,random) train(Worker,20,Up) #;1
 build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; moveaway(Worker) harvest(4) #;0
 attack(All,mostHealthy) train(All,20,EnemyDir) #; build(Barrack,2,Left) harvest(3) attack(Ranged,random) build(All,1,Right) harvest(3) attack(All,weakest) #;0
 attack(All,mostHealthy) train(All,20,EnemyDir) #; attack(All,mostHealthy) train(All,20,EnemyDir) #;-1
 moveaway(Light) moveaway(All) #; moveToUnit(Worker,Ally,weakest) #;-1
 attack(Worker,farthest) moveToUnit(Heavy,Enemy,farthest) attack(Worker,strongest) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;-1
 moveaway(Worker) attack(Worker,weakest) #; train(All,20,EnemyDir) harvest(3) #;-1
 attack(All,strongest) #; build(All,2,Up) train(Heavy,20,Up) harvest(4) attack(All,strongest) build(Barrack,2,Up) attack(All,strongest) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) #;0
 moveaway(Worker) harvest(4) attack(Ranged,closest) #; moveToUnit(Heavy,Enemy,strongest) #;-1
 moveaway(Worker) attack(Worker,weakest) #; moveaway(Worker) harvest(4) #;-1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; attack(Worker,lessHealthy) #;1
 attack(Worker,closest) #; moveaway(All) build(Base,2,Right) attack(Ranged,farthest) #;0
 moveaway(Light) harvest(4) attack(Worker,strongest) #; attack(Worker,strongest) #;1
 attack(All,farthest) build(All,1,Left) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;-1
 attack(Ranged,lessHealthy) harvest(2) #; moveToUnit(Heavy,Enemy,strongest) #;-1
 harvest(3) train(Light,20,Down) train(Light,20,Left) train(Heavy,20,Left) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 attack(All,mostHealthy) #; harvest(3) build(All,2,Right) harvest(2) #;0
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; attack(All,weakest) moveToUnit(Light,Ally,farthest) attack(Worker,random) #;-1
 moveaway(Heavy) moveaway(Worker) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;-1
 train(Worker,20,EnemyDir) attack(All,closest) #; train(Worker,20,EnemyDir) attack(All,closest) attack(Worker,lessHealthy) #;-1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; attack(Heavy,closest) #;0
 attack(Ranged,weakest) #; moveToUnit(All,Enemy,farthest) #;-1
 attack(Heavy,closest) train(Worker,20,EnemyDir) attack(All,closest) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;0
 moveaway(Light) moveaway(All) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;-1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 attack(All,mostHealthy) train(All,20,EnemyDir) #; build(Base,1,Down) attack(Heavy,farthest) train(All,20,Right) moveToUnit(Heavy,Enemy,strongest) harvest(3) train(Ranged,20,EnemyDir) attack(All,strongest) #;0
 attack(All,mostHealthy) train(All,20,EnemyDir) #; attack(All,closest) train(Worker,20,EnemyDir) #;1
 moveToUnit(Heavy,Enemy,strongest) #; build(All,1,Right) train(Heavy,20,Up) #;-1
 attack(Worker,mostHealthy) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;0
 moveToUnit(All,Enemy,farthest) #; attack(All,closest) train(Worker,20,EnemyDir) #;1
 harvest(3) build(All,2,Right) harvest(2) #; train(All,20,Left) build(All,2,Up) #;-1
 moveToUnit(Light,Ally,closest) build(Barrack,2,Right) moveaway(Light) train(All,20,Down) #; moveaway(Worker) attack(Worker,weakest) #;-1
 harvest(3) build(All,2,Right) harvest(2) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 attack(All,weakest) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;0
 train(Worker,20,EnemyDir) attack(All,closest) #; attack(All,mostHealthy) train(All,20,EnemyDir) #;0
 train(Worker,20,EnemyDir) attack(All,closest) train(Worker,20,EnemyDir) attack(All,closest) #; moveaway(Worker) attack(Worker,weakest) #;0
 attack(Worker,random) train(Worker,20,Up) #; build(Base,1,Up) train(All,20,Right) #;0
 harvest(3) build(All,2,Right) harvest(2) #; moveaway(Ranged) harvest(4) #;-1
 moveToUnit(All,Ally,closest) build(Base,2,Left) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;-1
 moveaway(Light) moveaway(All) #; train(Worker,20,EnemyDir) attack(All,closest) #;1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; train(Worker,20,EnemyDir) harvest(2) attack(Worker,lessHealthy) #;1
 build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;-1
 build(All,2,Up) build(Barrack,2,Left) moveToUnit(All,Ally,closest) attack(Heavy,strongest) build(Barrack,2,Left) attack(Heavy,strongest) build(Barrack,2,Left) build(All,2,Up) build(All,2,Up) build(Barrack,2,Left) attack(Ranged,mostHealthy) build(Barrack,2,Left) build(All,2,Up) build(All,2,Up) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;-1
 moveToUnit(All,Enemy,farthest) #; moveToUnit(Heavy,Enemy,weakest) harvest(2) build(Barrack,1,Up) moveaway(All) #;-1
 moveaway(Ranged) harvest(4) #; attack(Worker,closest) #;1
 attack(Worker,lessHealthy) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;0
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; train(All,20,Left) build(All,2,Up) #;0
 harvest(3) build(All,2,Right) harvest(2) #; moveaway(Worker) attack(Worker,weakest) #;-1
 attack(Worker,random) train(Worker,20,Up) #; harvest(3) harvest(1) moveaway(Light) moveaway(All) moveaway(Ranged) train(Ranged,20,Up) harvest(3) harvest(2) moveaway(Ranged) #;0
 build(All,2,Down) attack(Heavy,weakest) build(All,2,Right) moveaway(All) harvest(3) build(All,2,Right) moveaway(All) harvest(3) moveaway(All) harvest(3) build(All,2,Down) build(All,2,Down) #; attack(Worker,closest) #;1
 moveaway(Light) moveaway(All) #; harvest(2) attack(All,farthest) #;-1
 moveToUnit(Heavy,Enemy,strongest) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;-1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; build(All,2,Up) train(Heavy,20,Up) harvest(4) attack(All,strongest) build(Barrack,2,Up) attack(All,strongest) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) #;1
 attack(All,closest) train(Worker,20,EnemyDir) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;0
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; build(All,2,Up) build(Barrack,2,Left) moveToUnit(All,Ally,closest) attack(Heavy,strongest) build(Barrack,2,Left) attack(Heavy,strongest) build(Barrack,2,Left) build(All,2,Up) build(All,2,Up) build(Barrack,2,Left) attack(Ranged,mostHealthy) build(Barrack,2,Left) build(All,2,Up) build(All,2,Up) #;-1
 attack(Ranged,random) train(Ranged,20,Up) harvest(4) #; attack(All,strongest) #;1
 build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #; train(Worker,20,EnemyDir) attack(All,weakest) #;1
 attack(All,mostHealthy) train(All,20,EnemyDir) #; moveToUnit(All,Enemy,farthest) #;0
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; attack(All,lessHealthy) train(Worker,20,EnemyDir) attack(All,closest) #;1
 moveToUnit(All,Ally,closest) build(Base,2,Left) #; moveaway(Light) moveaway(All) #;-1
 attack(All,closest) train(Worker,20,EnemyDir) #; moveaway(Light) moveaway(All) #;0
 moveToUnit(All,Enemy,farthest) #; attack(All,farthest) build(All,1,Left) #;-1
 attack(Worker,closest) #; moveToUnit(Ranged,Ally,lessHealthy) #;0
